xValue, yValue, zValue ,Button,xGyro, yGyro, zGyro 
-1.4384766,-9.6171875,3.109375,22,-0.05026245,-0.02583313,0.14038086
-1.7207031,-8.9921875,3.4511719,22,-0.2310791,0.005016327,-0.16711426
-1.3261719,-8.546875,3.3867188,22,0.06463623,-0.019454956,0.023345947
-1.5771484,-9.0390625,3.2207031,22,-0.10131836,-0.023712158,-0.05218506
-1.3808594,-8.3515625,3.5273438,22,0.0284729,-0.020507812,0.091430664
-1.7158203,-9.8203125,2.6464844,22,-0.22265625,-0.07159424,0.049957275
-1.0839844,-9.1171875,3.5625,22,0.21044922,0.037994385,-0.091552734
-1.75,-8.6953125,3.0722656,22,-0.00983429,-0.099243164,0.25097656
-1.2041016,-8.453125,3.8964844,22,0.039093018,0.024169922,-0.08514404
-1.7617188,-9.0859375,3.1875,22,-0.13427734,-0.1194458,0.25732422
-1.1367188,-8.6015625,3.5800781,22,0.1348877,0.07525635,-0.21923828
-1.7041016,-9.0078125,3.1464844,22,-0.10455322,-0.05029297,0.19567871
-1.1201172,-8.9140625,3.6289062,22,0.38916016,0.11883545,-0.28198242
-1.7255859,-9.1875,3.125,22,-0.17468262,-0.06414795,0.21801758
-1.1914062,-9.7890625,3.5527344,22,0.3071289,0.10180664,-0.31591797
-1.6083984,-9.546875,3.0546875,22,-0.39916992,-0.12158203,0.20422363
-1.7285156,-8.625,3.3085938,22,0.63183594,0.15930176,-0.30541992
-1.2353516,-8.640625,3.4824219,22,-0.34716797,-0.12054443,0.16479492
-1.7763672,-8.6328125,3.9179688,22,0.88720703,0.1784668,-0.05432129
-1.3759766,-8.6640625,4.0664062,22,-0.17468262,-0.075805664,0.107421875
-1.859375,-8.8125,3.40625,22,-0.11517334,7.63E-04,-0.19262695
-1.3359375,-8.2890625,4.3164062,22,0.1348877,-0.015197754,-0.003246307
-1.6152344,-9.09375,3.6835938,22,-0.005577087,-0.06518555,0.11907959
-1.2177734,-8.125,5.1796875,22,0.10296631,0.002891541,-0.06390381
-1.6152344,-9.203125,2.7753906,22,-0.51416016,-0.19824219,0.18933105
-1.1435547,-8.2734375,4.328125,22,0.62841797,0.15820312,-0.17236328
