xValue, yValue, zValue ,Button,xGyro, yGyro, zGyro 
-3.3261719,-11,2.3886719,26,1.3876953,0.13049316,-0.32666016
-3.3847656,-8.6484375,3.0722656,26,-0.08642578,-0.06304932,0.062683105
-3.2558594,-8.265625,2.953125,26,-1.6533203,-0.20239258,0.30004883
-3.3730469,-10.28125,2.6679688,26,1.1347656,0.12207031,-0.34692383
-3.1210938,-8.0703125,3.6503906,26,0.08166504,-0.015197754,-0.011756897
-3.28125,-8.6484375,2.7402344,26,-1.2265625,-0.12371826,0.26171875
-3.4726562,-9.8203125,2.7636719,26,1.0058594,0.09863281,-0.25439453
-3.1738281,-8.1484375,3.5957031,26,0.12207031,-0.002428055,-0.061767578
-3.2480469,-8.6328125,2.828125,26,-1.5566406,-0.18859863,0.28515625
-3.4003906,-10.390625,2.5449219,26,1.1894531,0.107177734,-0.2861328
-3.3847656,-6.3515625,4.625,26,0.25195312,-0.022644043,-0.16918945
-3.2578125,-9.3828125,2.8417969,26,0.19018555,0.07733154,0.07336426
-3.5898438,-7.8828125,2.9296875,26,1.3037109,0.13903809,-0.17773438
-3.2578125,-7.4570312,4.40625,26,-0.027923584,-0.012001038,-0.14147949
-3.3300781,-8.6953125,3.1386719,26,-0.5649414,0.011398315,0.14038086
-3.5019531,-8.4453125,2.9824219,26,0.9785156,0.13793945,-0.22241211
-3.1191406,-6.25,4.8125,26,0.049743652,-0.013069153,-0.07556152
-3.28125,-8.609375,2.8496094,26,-1.6855469,-0.19604492,0.3137207
-3.484375,-9.1171875,3.1210938,26,1.2275391,0.07946777,-0.29467773
-3.0390625,-9.4609375,2.71875,26,-0.0289917,-3.01E-04,0.013778687
-3.3203125,-8.6640625,2.6679688,26,-0.76220703,-0.15344238,0.3010254
-3.4804688,-10.453125,2.5625,26,1.3232422,0.10290527,-0.31811523
-3.2070312,-7.4414062,3.9179688,26,0.042297363,-0.024765015,0.013778687
-3.4277344,-8.3203125,2.8046875,26,-1.0068359,-0.11413574,0.203125
-3.6308594,-8.375,2.890625,26,1.3261719,0.14538574,-0.30859375
-3.3242188,-5.28125,5.1640625,26,0.015701294,-0.021575928,-0.05645752
-3.3046875,-8.890625,2.875,26,-1.2587891,-0.101379395,0.25317383
-3.4355469,-10.0234375,2.6777344,26,1.5419922,0.16137695,-0.25
-3.2480469,-9.265625,2.7265625,26,-0.2055664,-0.030090332,-0.04473877
-3.2929688,-7.875,2.8457031,26,-1.7089844,-0.24609375,0.35839844
-3.28125,-8.9765625,3.6738281,26,1.6308594,0.08477783,-0.3022461
-3.15625,-9.5078125,2.8984375,26,0.07312012,0.01991272,-0.011756897
-3.4082031,-8.7734375,2.4394531,26,-1.3105469,-0.19714355,0.30322266
-3.2382812,-10.5625,2.6445312,26,1.2988281,0.093322754,-0.30859375
-3.3085938,-9.171875,2.6933594,26,-0.15979004,-0.032226562,0.011650085
-3.5019531,-7.78125,2.4511719,26,-1.6152344,-0.23864746,0.30517578
-3.1230469,-8.078125,3.8496094,26,0.90722656,0.059265137,-0.25219727
-3.0800781,-8.1484375,3.3164062,26,0.4189453,0.078430176,0.015899658
-3.2890625,-8.9609375,2.7109375,26,-1.6005859,-0.1694336,0.20629883
-3.4882812,-9.140625,3.1875,26,1.5361328,0.12841797,-0.20861816
-3.0644531,-7.8515625,3.5664062,26,0.13269043,-0.00668335,-0.036224365
-3.2695312,-9.0859375,2.8261719,26,-1.5595703,-0.16516113,0.27661133
-3.4433594,-10.890625,2.4648438,26,1.4355469,0.08905029,-0.25219727
-3.1601562,-7.4882812,4.0234375,26,-0.049194336,-0.01625061,-0.001117706
-3.3164062,-8.9375,2.8984375,26,-1.5078125,-0.1854248,0.27001953
-3.6113281,-9.5078125,2.7851562,26,1.3867188,0.11248779,-0.2861328
-3.5625,-5.640625,4.8359375,26,0.029525757,-0.00774765,-0.024520874
-3.4277344,-8.8671875,2.5253906,26,-1.0302734,-0.043914795,0.20959473
-3.6738281,-8.7109375,2.7929688,26,1.4550781,0.14123535,-0.28930664
-3.5234375,-5.3085938,5.296875,26,0.010375977,-0.03326416,-0.06921387
-3.2832031,-9.203125,2.9296875,26,-1.3642578,-0.12683105,0.27124023
-3.6757812,-7.9648438,2.8417969,26,1.1396484,0.15820312,-0.20117188
-3.4355469,-7.1328125,4.4960938,26,0.07635498,-0.010940552,-0.1373291
-3.4902344,-8.03125,3.046875,26,-0.43652344,0.01991272,0.15527344
-2.1015625,-8.109375,5,27,1.1669922,0.14221191,-0.37768555
-1.7851562,-7.4726562,5.1757812,27,-0.047058105,0.03161621,0.25732422
-2.1875,-7.9179688,5.0429688,27,-0.26098633,-0.15454102,0.15734863
-1.4482422,-7.9570312,5.7890625,27,0.21459961,0.005016327,-0.24902344
-1.8837891,-8.8828125,5.1679688,27,-0.9663086,-0.04284668,0.28295898
-1.9648438,-8.6640625,4.71875,27,1.046875,0.13586426,-0.46923828
-1.6181641,-5.7539062,6.8242188,27,0.31567383,0.020980835,0.05419922
-1.9697266,-8.0390625,5.0820312,27,-0.6044922,-0.17797852,0.31054688
-2.1855469,-8.5078125,5.0820312,27,0.7602539,0.072021484,-0.41064453
-1.7929688,-7.0546875,5.6015625,27,0.16894531,0.04437256,0.15734863
-2.1132812,-7.8359375,5.0195312,27,-0.4428711,-0.15563965,0.17871094
-1.6494141,-8.84375,5.6210938,27,0.41357422,0.01033783,-0.3095703
-1.7587891,-7.9960938,5.1953125,27,-1.0830078,-0.00668335,0.21057129
-2.2734375,-7.734375,5.3554688,27,-0.15771484,-0.066223145,0.099975586
-1.4765625,-7.4296875,6,27,0.5058594,0.003952026,-0.24475098
-1.8857422,-9.0390625,4.8867188,27,-0.9003906,-0.01838684,0.21484375
-2.1171875,-8.8984375,4.5664062,27,0.95947266,0.11779785,-0.27661133
-1.8955078,-5.9960938,6.4921875,27,0.6582031,0.015655518,-0.10748291
-2.0585938,-7.9335938,5.4023438,27,-0.92822266,-0.12054443,0.35424805
-2.1367188,-8.5703125,5.3164062,27,1.2285156,0.10290527,-0.46606445
-1.7734375,-5.2617188,6.7539062,27,-0.051330566,0.035858154,0.12017822
-2.4667969,-7.8671875,4.8125,27,-1.1748047,-0.17163086,0.33618164
-1.9599609,-8.6796875,5.171875,27,1.0537109,0.09436035,-0.48950195
-1.8935547,-7.8085938,5.3710938,27,-0.2512207,0.013526917,0.21911621
-2.5410156,-7.8085938,5.1367188,27,-1.1738281,-0.21203613,0.23608398
-1.8642578,-9.0859375,5.6875,27,1.0947266,0.04864502,-0.38842773
-2.1113281,-8.234375,5.515625,27,-1.1474609,-0.022644043,0.26049805
-2.2539062,-8.3984375,4.875,27,1.0791016,0.12524414,-0.3564453
-2.0117188,-5.3164062,7.6796875,27,0.3581543,-0.010940552,0.015899658
-2.1796875,-7.859375,5.4648438,27,-1.3652344,-0.19604492,0.42114258
-2.3652344,-8.5,5.1640625,27,1.0732422,0.07525635,-0.46923828
-2.0273438,-7.0546875,5.5351562,27,-0.2841797,0.011398315,0.23608398
-2.4394531,-7.8398438,5.1367188,27,-0.52685547,-0.1385498,0.1307373
-1.9150391,-6.6875,6.84375,27,0.33691406,-0.017318726,-0.14477539
-2.1132812,-7.4609375,5.84375,27,-1.1748047,-0.080078125,0.31811523
-2.2070312,-8.3671875,5.65625,27,1.1904297,0.07312012,-0.37768555
-1.9697266,-7.5898438,5.9375,27,-0.36523438,0.042266846,0.20214844
-2.484375,-8.1171875,5.1640625,27,-0.35766602,-0.084350586,0.12231445
-1.6494141,-7.8476562,6.125,27,0.5317383,0.011398315,-0.2841797
-2.1679688,-7.828125,5.6523438,27,-0.84814453,-0.01838684,0.29882812
-2.3671875,-7.4921875,5.6210938,27,1.1181641,0.10821533,-0.37353516
-1.8330078,-5.28125,7.1367188,27,0.16467285,0.05609131,-0.004310608
-2.1777344,-7.8359375,5.2734375,27,-1.0917969,-0.13537598,0.3425293
-1.9990234,-8.8046875,5.6015625,27,1.2792969,0.05822754,-0.3798828
-2.0175781,-8.0625,5.3671875,27,-0.32373047,0.005016327,0.22338867
-2.328125,-8.140625,5.1015625,27,-0.5395508,-0.113098145,0.15100098
-1.8984375,-7.4648438,6.5976562,27,0.49975586,-0.00668335,-0.2692871
-2.0644531,-8.25,5.4648438,27,-1.1210938,-0.013069153,0.26049805
-2.4101562,-7.8789062,5.0078125,27,0.036987305,-0.002428055,-0.041534424
-1.9462891,-5.7148438,6.5546875,27,0.16894531,-0.003492355,-0.0904541
-2.5136719,-7.8398438,5.3710938,27,-1.1914062,-0.16516113,0.36279297
-1.7666016,-7.6171875,5.9726562,27,0.7446289,7.63E-04,-0.24157715
-2.1015625,-8.8359375,5.2070312,27,-1.1914062,-0.019454956,0.2286377
-2.4726562,-7.796875,5.0820312,27,1.7412109,0.13793945,-0.42041016
-1.8066406,-5.8671875,6.4257812,27,-0.24816895,0.016723633,0.099975586
-2.4003906,-7.796875,5.1914062,27,-1.4521484,-0.2290039,0.26586914
-1.8691406,-9.8046875,5.2460938,27,0.9199219,0.015655518,-0.33203125
-2.0625,-8.90625,5.2460938,27,-0.4140625,0.060333252,0.27124023
-2.5605469,-8.109375,4.8515625,27,0.95751953,0.15393066,-0.30541992
-2.0625,-4.2265625,7.7226562,27,0.24975586,-0.029022217,-0.093688965
-2.2480469,-8.015625,5.25,27,-1.5283203,-0.21520996,0.40966797
-2.5078125,-8.5546875,5.1015625,27,1.3525391,0.07525635,-0.46826172
-2.1894531,-7.4765625,5.1640625,27,-0.4099121,0.013526917,0.25512695
-2.4609375,-8.5078125,5.0820312,27,-0.0715332,-0.055633545,0.032928467
-1.9550781,-4.4804688,7.578125,27,0.33154297,-0.009872437,-0.074523926
-2.3027344,-8.1875,5.1328125,27,-1.5507812,-0.084350586,0.32128906
-2.1953125,-8.78125,5.28125,27,1.4306641,0.109313965,-0.5136719
-2.0507812,-7.6015625,5.3203125,27,0.099731445,0.014595032,0.17871094
-2.3457031,-8.140625,4.9882812,27,-1.2392578,-0.2088623,0.28710938
-1.7041016,-8.3828125,5.6210938,27,0.8540039,0.007144928,-0.2734375
-2.1425781,-8.4453125,5.3632812,27,-0.5830078,0.018844604,0.2244873
-2.3769531,-8.0390625,4.8945312,27,0.34643555,0.043304443,-0.12133789
-1.9697266,-5.1367188,7.1328125,27,0.118896484,-0.014129639,-0.088378906
-2.1230469,-8.4140625,5.0117188,27,-1.6318359,-0.11627197,0.38305664
-2.2441406,-8.7578125,5.1992188,27,1.5449219,0.1060791,-0.41186523
-2.1601562,-7.921875,5.0507812,27,0.07525635,0.015655518,0.16052246
-2.3984375,-8.125,5.1328125,27,0.046539307,-0.058807373,0.033996582
-2.1328125,-5.546875,7.4023438,27,0.28686523,-0.023712158,-0.15002441
-2.203125,-8.0390625,5.0390625,27,-1.3583984,-0.13427734,0.33813477
-2.5625,-7.546875,4.9765625,27,1.4169922,0.07733154,-0.4584961
-2.1132812,-5.953125,7.2109375,27,0.056121826,0.025238037,0.0925293
-2.328125,-7.8203125,4.640625,27,-1.0009766,-0.17578125,0.28393555
-1.9775391,-9.1640625,5.5507812,27,0.7998047,-0.012001038,-0.29052734
-2.0273438,-8.4609375,5.1601562,27,-0.6152344,0.042266846,0.24682617
-2.4648438,-7.8046875,4.8828125,27,0.18481445,-3.01E-04,-0.059631348
-1.9199219,-7.484375,6.203125,27,0.16564941,0.005016327,-0.20214844
-2.15625,-8.671875,4.9101562,27,-1.1621094,-0.068359375,0.3330078
-2.5566406,-8.359375,4.8984375,27,1.5859375,0.095458984,-0.39160156
-2.0273438,-8.0390625,4.984375,27,0.08166504,-0.001364708,0.1381836
-2.578125,-7.8789062,4.96875,27,-0.9682617,-0.18652344,0.24035645
-1.8457031,-7.25,6.0039062,27,0.6484375,0.014595032,-0.27563477
-2.0605469,-8.6953125,4.3320312,27,-1.1835938,0.0390625,0.20739746
-2.3085938,-7.7617188,4.8789062,27,1.2666016,0.08270264,-0.12988281
-1.7763672,-6.3320312,6.609375,27,0.022079468,-0.01838684,-0.08300781
-2.28125,-8.3515625,4.8984375,27,-1.140625,-0.15026855,0.42773438
-1.9599609,-9.0546875,5.5585938,27,1.4541016,0.07946777,-0.37548828
-2.078125,-9.078125,5.0976562,27,-0.59375,-0.014129639,0.23608398
-2.2109375,-7.9335938,5.5585938,27,1.0869141,0.105041504,-0.29052734
-2.0839844,-5.5234375,7.234375,27,0.21459961,0.053955078,-0.019195557
-2.1796875,-8.3671875,5.2421875,27,-1.2402344,-0.12792969,0.32983398
-2.0839844,-9.1328125,5.2539062,27,1.2373047,0.08905029,-0.43847656
-2.1953125,-8.6640625,5.1210938,27,-0.042816162,0.01991272,0.2211914
-2.3164062,-8.25,4.875,27,0.22106934,-0.026901245,0.06591797
-2.0253906,-5.4765625,7.3476562,27,0.05505371,0.006080627,0.061645508
-2.1542969,-7.9257812,4.9960938,27,-1.203125,-0.14709473,0.3425293
-2.4082031,-8.53125,5.1992188,27,1.1982422,0.07312012,-0.46606445
-1.8740234,-6.3867188,5.9648438,27,-0.33325195,-0.00668335,0.2541504
-2.2929688,-8.3203125,4.59375,27,-0.96728516,-0.18115234,0.21704102
-1.7929688,-8.1328125,5.484375,27,0.6113281,0.006080627,-0.30859375
-2.0917969,-8.71875,5.1015625,27,-1.1542969,-0.004554749,0.36914062
-2.2617188,-8.25,4.6679688,27,1.4472656,0.15820312,-0.3659668
-1.921875,-5.7929688,7.1640625,27,0.2253418,-0.014129639,-0.04473877
-2.4140625,-7.6914062,5.0820312,27,-1.4580078,-0.17797852,0.39257812
-2.1269531,-9.0625,4.9765625,27,0.7729492,0.032684326,-0.42871094
-2.0957031,-8.4296875,4.8828125,27,-0.41625977,-0.004554749,0.3190918
-2.4570312,-7.8203125,4.7226562,27,0.13269043,-0.019454956,0.001009941
-2.0371094,-7.4648438,6.3007812,27,0.19555664,-0.026901245,-0.14575195
-2.3398438,-7.90625,5.1992188,27,-1.2617188,-0.0769043,0.35424805
-2.4101562,-8.3984375,5.3867188,27,1.4453125,0.08477783,-0.48510742
-2.1757812,-8.015625,4.921875,27,-0.2746582,-0.00774765,0.20422363
-2.4824219,-7.8867188,4.890625,27,-0.8544922,-0.15771484,0.21911621
-1.7900391,-8.0234375,5.6015625,27,0.39233398,0.015655518,-0.32983398
-2.1953125,-8.3046875,5.2851562,27,-0.64404297,0.015655518,0.29663086
-2.5703125,-8.0859375,4.7773438,27,1.2871094,0.14013672,-0.3798828
-2.0175781,-6.4335938,5.5,27,0.012504578,-0.032226562,-0.013885498
-2.2832031,-8.1015625,4.8476562,27,-1.7236328,-0.2109375,0.37646484
-1.9052734,-9.234375,4.9140625,27,1.1572266,0.051818848,-0.41186523
-2.1972656,-8.6640625,4.9921875,27,-0.22692871,0.014595032,0.27856445
-2.4921875,-7.6640625,4.84375,27,0.2199707,0.02949524,-0.053253174
-1.9101562,-5.1015625,7.0390625,27,0.21142578,-0.015197754,-0.14477539
-2.2207031,-8.4140625,5.1015625,27,-1.4628906,-0.115234375,0.37231445
-1.8857422,-8.4375,5.2304688,27,0.46777344,0.028427124,-0.25439453
-2.3867188,-8.1171875,5.2304688,27,-0.5546875,0.027359009,0.29663086
-2.4863281,-8.828125,4.9453125,27,1.4814453,0.061401367,-0.40966797
-1.9101562,-6.3984375,6.0546875,27,0.17736816,0.04437256,0.105285645
-2.4082031,-7.7070312,4.875,27,-0.93310547,-0.16418457,0.21704102
-1.7304688,-8.8671875,5.375,27,0.5136719,-0.012001038,-0.27441406
-2.2734375,-8.7578125,5.0390625,27,-0.9375,0.020980835,0.32226562
-2.4003906,-7.8359375,4.75,27,1.4375,0.13793945,-0.4309082
-1.9296875,-7.59375,5.7539062,27,0.015701294,-0.014129639,0.0871582
-2.390625,-7.9960938,4.8632812,27,-1.1708984,-0.10028076,0.21057129
-1.9433594,-8.6640625,5.3476562,27,0.3955078,-3.01E-04,-0.35107422
-2.1738281,-8.9609375,4.9609375,27,-0.95458984,-0.010940552,0.37548828
-2.3496094,-8.03125,4.6679688,27,1.5302734,0.1295166,-0.4501953
-2.015625,-6.2578125,5.734375,27,0.16040039,-0.02583313,0.109558105
-2.4355469,-8.5390625,4.4960938,27,-1.6699219,-0.19604492,0.3083496
-1.8886719,-7.7148438,6.1757812,27,0.74853516,0.009269714,-0.36499023
-2.2480469,-8.4375,5.0820312,27,-0.8696289,0.016723633,0.30419922
-2.6425781,-7.8945312,5.0195312,27,1.5742188,0.17102051,-0.5
-2.1328125,-8.4765625,5.1367188,27,0.06677246,-0.008811951,0.05633545
-2.5507812,-8.0546875,4.6015625,27,-0.8173828,-0.09075928,0.17333984
-2.296875,-6.7890625,6.5859375,27,0.5488281,-0.02796936,-0.27026367
-2.1777344,-7.9257812,5.0195312,27,-1.0322266,0.02949524,0.28930664
-2.4042969,-8.09375,5.0625,27,1.6542969,0.13586426,-0.34692383
-2.1796875,-7.40625,5.546875,27,0.18481445,0.002891541,-0.011756897
-2.6347656,-7.984375,4.8632812,27,-1.5068359,-0.1907959,0.28833008
-1.7236328,-8.9296875,5.5507812,27,1.4023438,0.006080627,-0.3256836
-2.1464844,-8.1640625,5.6679688,27,-0.58203125,0.028427124,0.25195312
-2.5078125,-7.9257812,5.0585938,27,-0.4951172,-0.04284668,-0.055389404
-2.2773438,-5.984375,7.203125,27,0.5678711,0.005016327,-0.20214844
-2.4550781,-7.3828125,5.2617188,27,-0.9663086,-0.019454956,0.33081055
-1.7421875,-8.0390625,6.0664062,27,0.4519043,-0.012001038,-0.2298584
-2.2265625,-8.515625,5.3828125,27,-1.2158203,-0.024765015,0.3149414
-2.6640625,-8.1484375,4.9023438,27,1.6699219,0.1315918,-0.46606445
-2.3554688,-7.1953125,5.3476562,27,0.15075684,-3.01E-04,0.16479492
-2.3574219,-7.5820312,5.0273438,27,-0.46850586,-0.075805664,-5.40E-05
-2.1367188,-6.7929688,6.671875,27,0.41674805,-0.008811951,-0.15856934
-2.1464844,-7.8789062,5.4414062,27,-1.5771484,-0.113098145,0.44995117
-2.3476562,-8.4296875,4.6757812,27,1.2080078,0.1262207,-0.39794922
-2.0625,-5.84375,6.6796875,27,0.60595703,-0.023712158,0.047821045
-2.484375,-7.8242188,5.1875,27,-1.25,-0.1439209,0.2861328
-2.3378906,-9.359375,5.1679688,27,1.1699219,0.014595032,-0.45336914
-2.3554688,-7.7226562,5.4296875,27,-0.27368164,0.035858154,0.3605957
-2.5234375,-7.5898438,4.9960938,27,0.21569824,0.040130615,-0.29370117
-2.0644531,-5.8867188,7.5820312,27,0.19018555,-0.020507812,-0.065979004
-2.3574219,-7.5117188,5.5234375,27,-1.453125,-0.15563965,0.45629883
-1.8935547,-8.703125,5.6210938,27,1.0830078,0.023101807,-0.41064453
-2.2441406,-8.640625,5.3984375,27,-0.6694336,-0.004554749,0.31591797
-2.546875,-8.0234375,5.0429688,27,0.81884766,0.088012695,-0.21179199
-2.1015625,-4.7539062,7.5039062,27,0.24023438,-0.014129639,-0.10748291
-2.4785156,-7.921875,5.421875,27,-1.3867188,-0.113098145,0.39672852
-2.625,-8.6171875,4.96875,27,1.4716797,0.10290527,-0.5073242
-2.0898438,-7.1445312,5.2617188,27,0.088012695,-0.022644043,0.13183594
-2.6796875,-7.6640625,4.75,27,-1.0380859,-0.12585449,0.19885254
-2.0410156,-7.875,6.140625,27,0.7133789,0.016723633,-0.3425293
-2.2617188,-8.7578125,5.140625,27,-0.9067383,-0.013069153,0.26049805
-2.5449219,-7.734375,5.4414062,27,1.0712891,0.09649658,-0.17236328
-2.0585938,-7.1054688,6.6914062,27,0.64453125,0.03479004,-0.16174316
-2.2539062,-8.25,5.7578125,27,-0.8535156,0.024169922,0.24255371
-2.6484375,-7.7304688,5.3554688,27,0.8935547,0.14123535,-0.15856934
-2.2910156,-6.140625,7.421875,27,-0.15771484,7.63E-04,0.091430664
-2.0917969,-8.7890625,5.171875,27,-1.4296875,-0.12475586,0.41601562
-2.5917969,-7.9296875,4.9960938,27,1.9912109,0.13793945,-0.4362793
-1.9941406,-4.0859375,7.03125,27,-0.3161621,-0.010940552,0.21166992
-2.3554688,-7.6757812,5.765625,27,-0.92822266,-0.2163086,0.32226562
-1.9990234,-8.8125,5.7695312,27,0.6435547,-0.009872437,-0.35424805
-1.953125,-8.2734375,5.4882812,27,-1.6552734,-0.036468506,0.37451172
-2.6152344,-8.109375,5.234375,27,0.61572266,0.088012695,-0.093688965
-2,-7.2109375,6.0546875,27,0.38598633,0.01991272,-0.22875977
-2.1777344,-8.03125,5.9023438,27,-1.0644531,-0.058807373,0.3317871
-2.8945312,-7.2539062,4.9023438,27,0.49975586,0.06774902,-0.20544434
-1.921875,-7.5625,6.5742188,27,0.5644531,-0.046051025,-0.17456055
-2.3984375,-7.8515625,5.46875,27,-1.6611328,-0.022644043,0.2668457
-2.5664062,-7.4023438,4.890625,27,0.8486328,0.11248779,-0.31396484
-2.3691406,-6.6640625,7.078125,27,0.32641602,-0.005619049,-0.15002441
-2.3691406,-7.9140625,5.4257812,27,-1.1152344,-0.020507812,0.36694336
-2.7265625,-7.9648438,5.046875,27,1.625,0.14013672,-0.46606445
-2.1601562,-6.4492188,5.8671875,27,0.14233398,-0.014129639,0.02760315
-2.4960938,-7.7539062,5.34375,27,-1.7900391,-0.21948242,0.3935547
-2.3046875,-9.2265625,5.34375,27,1.2744141,0.062469482,-0.49682617
-2.4433594,-7.8242188,5.421875,27,-0.15771484,0.012466431,0.2626953
-2.6269531,-7.8476562,5.1484375,27,-0.6821289,-0.0769043,-0.00750351
-2.1386719,-7.828125,6.9375,27,0.3720703,-0.014129639,-0.2607422
-2.3222656,-7.9648438,5.609375,27,-0.7270508,0.040130615,0.40844727
-2.8867188,-8.2578125,5.0664062,27,1.4863281,0.15185547,-0.47680664
-2.1152344,-4.8710938,7.0507812,27,0.1529541,-0.020507812,0.021224976
-2.4609375,-7.7460938,5.609375,27,-1.3876953,-0.1385498,0.3701172
-2.5234375,-9.3046875,5.0507812,27,1.3847656,0.10394287,-0.4543457
-2.359375,-7.734375,5.4414062,27,0.14123535,-0.024765015,0.26367188
-2.7089844,-7.1484375,5.2109375,27,1.0498047,0.14221191,-0.4020996
-2.0488281,-6.1953125,6.6484375,27,0.30395508,-0.031158447,-0.068115234
-2.5898438,-7.5742188,5.4570312,27,-1.5107422,-0.13427734,0.2541504
-2.1816406,-9.28125,5.4101562,27,0.8457031,0.007144928,-0.41503906
-2.3574219,-8.09375,5.2421875,27,-0.47485352,0.015655518,0.32666016
-2.6425781,-7.5429688,5.265625,27,0.17529297,0.028427124,-0.09899902
-2.1269531,-7.25,6.6601562,27,0.2998047,-0.030090332,-0.1574707
-2.2734375,-8.1640625,5.296875,27,-1.2119141,-0.08325195,0.3786621
-2.7167969,-8.0546875,5.03125,27,1.3212891,0.099731445,-0.4362793
-2.1328125,-7.1953125,5.3359375,27,-0.060913086,-0.043914795,0.23400879
-2.5742188,-7.6132812,5.2382812,27,-0.9790039,-0.12054443,0.19567871
-2.2421875,-7.0117188,6.734375,27,0.25610352,-0.05029297,-0.23620605
-2.2949219,-8.3203125,5.4726562,27,-1.2402344,-0.030090332,0.42236328
-2.7460938,-7.0351562,5.4453125,27,1.5820312,0.13378906,-0.54589844
-2.2441406,-4.6523438,7.609375,27,-0.024734497,-0.003492355,0.0871582
-2.578125,-7.8085938,5.578125,27,-1.3974609,-0.20239258,0.4255371
-2.1660156,-8.7890625,5.4648438,27,0.78271484,0.026290894,-0.42041016
-2.3671875,-8.3125,5.3945312,27,-0.044952393,0.027359009,0.22973633
-2.7910156,-7.2148438,5.0273438,27,-0.50439453,-0.09283447,0.21594238
-2.0507812,-7.5546875,6.421875,27,0.6357422,-0.013069153,-0.37768555
-2.3515625,-8.4453125,5.4140625,27,-1.0019531,-0.009872437,0.33081055
-2.6855469,-8.2421875,5,27,0.01675415,-0.02583313,0.070129395
-2.1328125,-7.4492188,6.3945312,27,0.5722656,0.003952026,-0.30541992
-2.3457031,-8.5390625,5.703125,27,-0.9589844,-0.031158447,0.34350586
-2.7617188,-7.7773438,5.0390625,27,0.79345703,0.097595215,-0.19470215
-2.4003906,-6.1523438,7.2304688,27,0.46142578,-0.017318726,-0.21606445
-2.453125,-7.7226562,5.734375,27,-1.2851562,-0.03753662,0.3479004
-2.6035156,-9.0625,5.1796875,27,1.40625,0.13049316,-0.46069336
-2.3066406,-6.8125,5.8984375,27,-0.039611816,0.01033783,0.076538086
-2.4296875,-7.9453125,5.5664062,27,-1.7861328,-0.20983887,0.3605957
-2.3222656,-8.9609375,5.6953125,27,1.4570312,0.092285156,-0.46606445
-2.2832031,-8.0078125,5.5703125,27,-0.63427734,-0.029022217,0.29785156
-2.5625,-8.3203125,5.3515625,27,-0.90771484,-0.13220215,0.17871094
-2.2382812,-5.0195312,7.71875,27,0.5722656,-0.023712158,-0.25756836
-2.5625,-7.6210938,5.3046875,27,-1.4394531,-0.17578125,0.3552246
-2.3476562,-8.7890625,5.671875,27,1.1210938,0.061401367,-0.4074707
-2.3984375,-8.3359375,5.2929688,27,-1.0537109,-0.04284668,0.40112305
-2.5390625,-8.4140625,5.1640625,27,0.6796875,0.08270264,-0.16711426
-2.0839844,-7.953125,6.1210938,27,0.41674805,-3.01E-04,-0.23522949
-2.3964844,-8.4609375,5.6054688,27,-0.81640625,-0.041778564,0.3552246
-2.8222656,-7.9492188,4.9609375,27,1.5947266,0.13586426,-0.41064453
-2.21875,-5.6757812,6.3242188,27,-0.053466797,-3.01E-04,0.091430664
-2.5664062,-7.5507812,5.4257812,27,-1.2685547,-0.20458984,0.33496094
-2.5800781,-8.8671875,5.484375,27,0.92626953,0.076293945,-0.49267578
-2.5371094,-8.234375,5.015625,27,-0.41625977,-0.004554749,0.3244629
-2.7363281,-7,5.2773438,27,0.44555664,0.037994385,-0.05645752
-2.4023438,-6.953125,6.984375,27,0.03378296,-0.021575928,-0.1862793
-2.3164062,-8.2265625,5.7773438,27,-1.3876953,-0.077941895,0.47558594
-2.7949219,-7.40625,5.09375,27,1.2773438,0.109313965,-0.4404297
-2.4023438,-6.3359375,6.0117188,27,0.10296631,-0.012001038,0.12866211
-2.7480469,-7.6132812,5.125,27,-1.0302734,-0.15991211,0.25512695
-2.3867188,-7.0664062,6.9882812,27,0.44970703,-0.03753662,-0.39160156
-2.4628906,-7.7929688,5.6914062,27,-0.82470703,0.040130615,0.3479004
-2.8144531,-8.4453125,4.7851562,27,1.1015625,0.116760254,-0.39794922
-2.4257812,-6.5546875,5.1601562,27,0.09338379,-0.03326416,0.0690918
-2.7324219,-7.8789062,5.1875,27,-0.9501953,-0.20349121,0.31811523
-2.15625,-8.671875,5.6914062,27,0.5786133,0.03692627,-0.43847656
-2.5683594,-7.9414062,5.5507812,27,-0.30981445,7.63E-04,0.29248047
-2.7597656,-7.0976562,5.1796875,27,1.0595703,0.09436035,-0.26391602
-2.2597656,-5.3007812,6.515625,27,0.15930176,-0.008811951,-0.07879639
-2.6582031,-7.46875,5.2265625,27,-1.4160156,-0.16418457,0.34570312
-2.4609375,-6.2265625,7.0585938,27,0.36035156,0.007144928,-0.23730469
-2.4550781,-7.8398438,5.765625,27,-1.1884766,-0.087524414,0.42114258
-2.5273438,-8.7890625,5.5273438,27,1.0478516,0.10180664,-0.45117188
-2.3671875,-7.7695312,5.1992188,27,0.10614014,0.012466431,0.17016602
-2.6894531,-7.484375,5.1132812,27,0.88378906,0.10821533,-0.22668457
-2.5292969,-6.6953125,6.96875,27,0.16149902,-0.001364708,-0.11920166
-2.4296875,-7.9296875,5.5390625,27,-0.96435547,-0.068359375,0.35424805
-2.7597656,-7.828125,5.25,27,1.59375,0.11883545,-0.44799805
-2.15625,-5.25,6.4257812,27,-0.15979004,-0.024765015,0.17651367
